source,rel,target
Compound::DB04865,UPREGULATES_CG,Gene::4791
Compound::DB00305,UPREGULATES_CG,Gene::9204
Compound::DB00762,UPREGULATES_CG,Gene::5331
Compound::DB00602,UPREGULATES_CG,Gene::440
Compound::DB00091,UPREGULATES_CG,Gene::51009
Compound::DB00970,UPREGULATES_CG,Gene::23536
Compound::DB00291,UPREGULATES_CG,Gene::64393
Compound::DB00959,UPREGULATES_CG,Gene::54541
Compound::DB01099,UPREGULATES_CG,Gene::9276
Compound::DB00755,UPREGULATES_CG,Gene::8804
Compound::DB01103,UPREGULATES_CG,Gene::5721
Compound::DB00253,UPREGULATES_CG,Gene::5580
Compound::DB00390,UPREGULATES_CG,Gene::1022
Compound::DB01168,UPREGULATES_CG,Gene::5891
Compound::DB01229,UPREGULATES_CG,Gene::11004
Compound::DB01362,UPREGULATES_CG,Gene::6402
Compound::DB00444,UPREGULATES_CG,Gene::6890
Compound::DB00679,UPREGULATES_CG,Gene::2222
Compound::DB00877,UPREGULATES_CG,Gene::23011
Compound::DB01406,UPREGULATES_CG,Gene::5597
Compound::DB08881,UPREGULATES_CG,Gene::2954
Compound::DB01177,UPREGULATES_CG,Gene::23120
Compound::DB02546,UPREGULATES_CG,Gene::28971
Compound::DB01204,UPREGULATES_CG,Gene::5355
Compound::DB00206,UPREGULATES_CG,Gene::7376
Compound::DB00947,UPREGULATES_CG,Gene::79090
Compound::DB00374,UPREGULATES_CG,Gene::9668
Compound::DB01254,UPREGULATES_CG,Gene::56997
Compound::DB00694,UPREGULATES_CG,Gene::51510
Compound::DB01396,UPREGULATES_CG,Gene::23276
Compound::DB00602,UPREGULATES_CG,Gene::10610
Compound::DB00091,UPREGULATES_CG,Gene::56889
Compound::DB00398,UPREGULATES_CG,Gene::440
Compound::DB00970,UPREGULATES_CG,Gene::79961
Compound::DB00547,UPREGULATES_CG,Gene::5580
Compound::DB00441,UPREGULATES_CG,Gene::7508
Compound::DB00188,UPREGULATES_CG,Gene::5366
Compound::DB00947,UPREGULATES_CG,Gene::4303
Compound::DB01273,UPREGULATES_CG,Gene::3663
Compound::DB01177,UPREGULATES_CG,Gene::9820
Compound::DB00445,UPREGULATES_CG,Gene::27244
Compound::DB01177,UPREGULATES_CG,Gene::3073
Compound::DB08901,UPREGULATES_CG,Gene::55023
Compound::DB00136,UPREGULATES_CG,Gene::1396
Compound::DB00170,UPREGULATES_CG,Gene::9913
Compound::DB00928,UPREGULATES_CG,Gene::4609
Compound::DB00456,UPREGULATES_CG,Gene::51569
Compound::DB00755,UPREGULATES_CG,Gene::55620
Compound::DB01113,UPREGULATES_CG,Gene::3553
Compound::DB00762,UPREGULATES_CG,Gene::1647
Compound::DB06151,UPREGULATES_CG,Gene::12
Compound::DB01204,UPREGULATES_CG,Gene::6272
Compound::DB00643,UPREGULATES_CG,Gene::1054
Compound::DB01179,UPREGULATES_CG,Gene::9805
Compound::DB00188,UPREGULATES_CG,Gene::10059
Compound::DB01030,UPREGULATES_CG,Gene::1514
Compound::DB01013,UPREGULATES_CG,Gene::1052
Compound::DB00603,UPREGULATES_CG,Gene::54541
Compound::DB08865,UPREGULATES_CG,Gene::3122
Compound::DB06287,UPREGULATES_CG,Gene::93129
Compound::DB00694,UPREGULATES_CG,Gene::81544
Compound::DB01179,UPREGULATES_CG,Gene::5467
Compound::DB01074,UPREGULATES_CG,Gene::5898
Compound::DB00694,UPREGULATES_CG,Gene::3988
Compound::DB00947,UPREGULATES_CG,Gene::9968
Compound::DB01229,UPREGULATES_CG,Gene::5971
Compound::DB02546,UPREGULATES_CG,Gene::8623
Compound::DB00947,UPREGULATES_CG,Gene::4358
Compound::DB01204,UPREGULATES_CG,Gene::629
Compound::DB01014,UPREGULATES_CG,Gene::64428
Compound::DB01394,UPREGULATES_CG,Gene::11129
Compound::DB00928,UPREGULATES_CG,Gene::7268
Compound::DB00570,UPREGULATES_CG,Gene::79947
Compound::DB00570,UPREGULATES_CG,Gene::7296
Compound::DB08877,UPREGULATES_CG,Gene::64746
Compound::DB01254,UPREGULATES_CG,Gene::57192
Compound::DB00717,UPREGULATES_CG,Gene::2309
Compound::DB08901,UPREGULATES_CG,Gene::3909
Compound::DB00783,UPREGULATES_CG,Gene::6150
Compound::DB00995,UPREGULATES_CG,Gene::79090
Compound::DB00755,UPREGULATES_CG,Gene::9334
Compound::DB01092,UPREGULATES_CG,Gene::3726
Compound::DB00602,UPREGULATES_CG,Gene::1831
Compound::DB01034,UPREGULATES_CG,Gene::57016
Compound::DB00877,UPREGULATES_CG,Gene::93129
Compound::DB00441,UPREGULATES_CG,Gene::6890
Compound::DB00947,UPREGULATES_CG,Gene::25949
Compound::DB00445,UPREGULATES_CG,Gene::2852
Compound::DB02546,UPREGULATES_CG,Gene::55740
Compound::DB08604,UPREGULATES_CG,Gene::11230
Compound::DB00641,UPREGULATES_CG,Gene::27332
Compound::DB00970,UPREGULATES_CG,Gene::3553
Compound::DB01224,UPREGULATES_CG,Gene::5971
Compound::DB00336,UPREGULATES_CG,Gene::10180
Compound::DB01590,UPREGULATES_CG,Gene::51696
Compound::DB01199,UPREGULATES_CG,Gene::1301
Compound::DB01171,UPREGULATES_CG,Gene::9695
Compound::DB06804,UPREGULATES_CG,Gene::8444
Compound::DB00530,UPREGULATES_CG,Gene::5019
Compound::DB01396,UPREGULATES_CG,Gene::998
Compound::DB00381,UPREGULATES_CG,Gene::1595
Compound::DB08865,UPREGULATES_CG,Gene::57515
Compound::DB09020,UPREGULATES_CG,Gene::8365
Compound::DB00309,UPREGULATES_CG,Gene::1026
Compound::DB00641,UPREGULATES_CG,Gene::64781
Compound::DB00481,UPREGULATES_CG,Gene::5909
Compound::DB01013,UPREGULATES_CG,Gene::9124
Compound::DB00223,UPREGULATES_CG,Gene::4609
Compound::DB00762,UPREGULATES_CG,Gene::23099
Compound::DB00445,UPREGULATES_CG,Gene::5547
Compound::DB00783,UPREGULATES_CG,Gene::54918
Compound::DB00641,UPREGULATES_CG,Gene::868
Compound::DB00934,UPREGULATES_CG,Gene::6713
Compound::DB00630,UPREGULATES_CG,Gene::5997
Compound::DB00374,UPREGULATES_CG,Gene::2769
Compound::DB00570,UPREGULATES_CG,Gene::868
Compound::DB01396,UPREGULATES_CG,Gene::54957
Compound::DB01092,UPREGULATES_CG,Gene::55761
Compound::DB01103,UPREGULATES_CG,Gene::79071
Compound::DB00444,UPREGULATES_CG,Gene::5261
Compound::DB08881,UPREGULATES_CG,Gene::4303
Compound::DB00543,UPREGULATES_CG,Gene::2222
Compound::DB06288,UPREGULATES_CG,Gene::5997
Compound::DB00242,UPREGULATES_CG,Gene::1643
Compound::DB00441,UPREGULATES_CG,Gene::5268
Compound::DB00481,UPREGULATES_CG,Gene::23325
Compound::DB01103,UPREGULATES_CG,Gene::5019
Compound::DB01623,UPREGULATES_CG,Gene::6319
Compound::DB01024,UPREGULATES_CG,Gene::9878
Compound::DB06287,UPREGULATES_CG,Gene::1186
Compound::DB00877,UPREGULATES_CG,Gene::54407
Compound::DB01273,UPREGULATES_CG,Gene::26234
Compound::DB00620,UPREGULATES_CG,Gene::5580
Compound::DB00305,UPREGULATES_CG,Gene::57192
Compound::DB00284,UPREGULATES_CG,Gene::5058
Compound::DB01204,UPREGULATES_CG,Gene::23335
Compound::DB01188,UPREGULATES_CG,Gene::8974
Compound::DB00783,UPREGULATES_CG,Gene::7862
Compound::DB00613,UPREGULATES_CG,Gene::6251
Compound::DB00187,UPREGULATES_CG,Gene::7849
Compound::DB00822,UPREGULATES_CG,Gene::1396
Compound::DB01104,UPREGULATES_CG,Gene::1509
Compound::DB00679,UPREGULATES_CG,Gene::10014
Compound::DB00620,UPREGULATES_CG,Gene::58472
Compound::DB00441,UPREGULATES_CG,Gene::2232
Compound::DB01623,UPREGULATES_CG,Gene::39
Compound::DB00997,UPREGULATES_CG,Gene::6915
Compound::DB00679,UPREGULATES_CG,Gene::10057
Compound::DB01273,UPREGULATES_CG,Gene::26039
Compound::DB00631,UPREGULATES_CG,Gene::1647
Compound::DB00850,UPREGULATES_CG,Gene::79071
Compound::DB00444,UPREGULATES_CG,Gene::5875
Compound::DB09020,UPREGULATES_CG,Gene::54881
Compound::DB01074,UPREGULATES_CG,Gene::3383
Compound::DB01268,UPREGULATES_CG,Gene::3551
Compound::DB08916,UPREGULATES_CG,Gene::51315
Compound::DB01222,UPREGULATES_CG,Gene::2752
Compound::DB08865,UPREGULATES_CG,Gene::6622
Compound::DB00305,UPREGULATES_CG,Gene::2959
Compound::DB00947,UPREGULATES_CG,Gene::3202
Compound::DB01030,UPREGULATES_CG,Gene::3397
Compound::DB01103,UPREGULATES_CG,Gene::1026
Compound::DB00188,UPREGULATES_CG,Gene::8870
Compound::DB00762,UPREGULATES_CG,Gene::55171
Compound::DB00245,UPREGULATES_CG,Gene::5627
Compound::DB00758,UPREGULATES_CG,Gene::10641
Compound::DB02546,UPREGULATES_CG,Gene::11072
Compound::DB00441,UPREGULATES_CG,Gene::23053
Compound::DB01254,UPREGULATES_CG,Gene::11188
Compound::DB00434,UPREGULATES_CG,Gene::8061
Compound::DB00242,UPREGULATES_CG,Gene::64393
Compound::DB00641,UPREGULATES_CG,Gene::1509
Compound::DB01091,UPREGULATES_CG,Gene::9488
Compound::DB00523,UPREGULATES_CG,Gene::54438
Compound::DB00541,UPREGULATES_CG,Gene::8609
Compound::DB01024,UPREGULATES_CG,Gene::51668
Compound::DB00877,UPREGULATES_CG,Gene::124565
Compound::DB08881,UPREGULATES_CG,Gene::80208
Compound::DB01243,UPREGULATES_CG,Gene::26511
Compound::DB00170,UPREGULATES_CG,Gene::1831
Compound::DB00374,UPREGULATES_CG,Gene::3397
Compound::DB08860,UPREGULATES_CG,Gene::5526
Compound::DB00990,UPREGULATES_CG,Gene::3162
Compound::DB08881,UPREGULATES_CG,Gene::4077
Compound::DB01229,UPREGULATES_CG,Gene::4851
Compound::DB00220,UPREGULATES_CG,Gene::54541
Compound::DB00970,UPREGULATES_CG,Gene::4776
Compound::DB00444,UPREGULATES_CG,Gene::57103
Compound::DB09020,UPREGULATES_CG,Gene::9807
Compound::DB01034,UPREGULATES_CG,Gene::5467
Compound::DB00990,UPREGULATES_CG,Gene::55604
Compound::DB01177,UPREGULATES_CG,Gene::3454
Compound::DB00999,UPREGULATES_CG,Gene::11197
Compound::DB00903,UPREGULATES_CG,Gene::355
Compound::DB01259,UPREGULATES_CG,Gene::8800
Compound::DB01030,UPREGULATES_CG,Gene::7172
Compound::DB00787,UPREGULATES_CG,Gene::701
Compound::DB00374,UPREGULATES_CG,Gene::9445
Compound::DB00773,UPREGULATES_CG,Gene::37
Compound::DB06287,UPREGULATES_CG,Gene::8835
Compound::DB01024,UPREGULATES_CG,Gene::27076
Compound::DB00947,UPREGULATES_CG,Gene::10755
Compound::DB04868,UPREGULATES_CG,Gene::6364
Compound::DB00570,UPREGULATES_CG,Gene::5329
Compound::DB00398,UPREGULATES_CG,Gene::10456
Compound::DB00170,UPREGULATES_CG,Gene::23635
Compound::DB00675,UPREGULATES_CG,Gene::3482
Compound::DB01179,UPREGULATES_CG,Gene::8826
Compound::DB00445,UPREGULATES_CG,Gene::3815
Compound::DB01234,UPREGULATES_CG,Gene::476
Compound::DB08916,UPREGULATES_CG,Gene::54826
Compound::DB00821,UPREGULATES_CG,Gene::116832
Compound::DB00570,UPREGULATES_CG,Gene::10398
Compound::DB01137,UPREGULATES_CG,Gene::6402
Compound::DB00445,UPREGULATES_CG,Gene::55281
Compound::DB00205,UPREGULATES_CG,Gene::57804
Compound::DB00715,UPREGULATES_CG,Gene::3551
Compound::DB00947,UPREGULATES_CG,Gene::85363
Compound::DB01243,UPREGULATES_CG,Gene::8780
Compound::DB01248,UPREGULATES_CG,Gene::8349
Compound::DB01034,UPREGULATES_CG,Gene::58497
Compound::DB06287,UPREGULATES_CG,Gene::665
Compound::DB01053,UPREGULATES_CG,Gene::8569
Compound::DB00481,UPREGULATES_CG,Gene::8349
Compound::DB00091,UPREGULATES_CG,Gene::1153
Compound::DB01171,UPREGULATES_CG,Gene::25976
Compound::DB00783,UPREGULATES_CG,Gene::27292
Compound::DB00170,UPREGULATES_CG,Gene::1848
Compound::DB08912,UPREGULATES_CG,Gene::80212
Compound::DB01030,UPREGULATES_CG,Gene::5440
Compound::DB00541,UPREGULATES_CG,Gene::84617
Compound::DB00444,UPREGULATES_CG,Gene::57658
Compound::DB01030,UPREGULATES_CG,Gene::6722
Compound::DB02300,UPREGULATES_CG,Gene::54541
Compound::DB01204,UPREGULATES_CG,Gene::54210
Compound::DB01074,UPREGULATES_CG,Gene::55207
Compound::DB00762,UPREGULATES_CG,Gene::740
Compound::DB00641,UPREGULATES_CG,Gene::23564
Compound::DB01074,UPREGULATES_CG,Gene::57761
Compound::DB00523,UPREGULATES_CG,Gene::481
Compound::DB04865,UPREGULATES_CG,Gene::4790
Compound::DB00997,UPREGULATES_CG,Gene::8900
Compound::DB00694,UPREGULATES_CG,Gene::1509
Compound::DB00305,UPREGULATES_CG,Gene::6890
Compound::DB00877,UPREGULATES_CG,Gene::11345
Compound::DB01177,UPREGULATES_CG,Gene::9813
Compound::DB01030,UPREGULATES_CG,Gene::51257
Compound::DB04865,UPREGULATES_CG,Gene::1662
Compound::DB00162,UPREGULATES_CG,Gene::1870
Compound::DB06706,UPREGULATES_CG,Gene::64422
Compound::DB00877,UPREGULATES_CG,Gene::10318
Compound::DB00591,UPREGULATES_CG,Gene::701
Compound::DB01238,UPREGULATES_CG,Gene::16
Compound::DB00201,UPREGULATES_CG,Gene::3223
Compound::DB00624,UPREGULATES_CG,Gene::10320
Compound::DB00374,UPREGULATES_CG,Gene::5359
Compound::DB00398,UPREGULATES_CG,Gene::6917
Compound::DB04786,UPREGULATES_CG,Gene::999
Compound::DB08911,UPREGULATES_CG,Gene::55793
Compound::DB01396,UPREGULATES_CG,Gene::9818
Compound::DB00947,UPREGULATES_CG,Gene::54800
Compound::DB00603,UPREGULATES_CG,Gene::4792
Compound::DB00398,UPREGULATES_CG,Gene::902
Compound::DB06710,UPREGULATES_CG,Gene::8974
Compound::DB01406,UPREGULATES_CG,Gene::25976
Compound::DB00762,UPREGULATES_CG,Gene::11182
Compound::DB00630,UPREGULATES_CG,Gene::2852
Compound::DB01095,UPREGULATES_CG,Gene::3725
Compound::DB00170,UPREGULATES_CG,Gene::4864
Compound::DB01254,UPREGULATES_CG,Gene::6414
Compound::DB01034,UPREGULATES_CG,Gene::10237
Compound::DB01396,UPREGULATES_CG,Gene::1956
Compound::DB08912,UPREGULATES_CG,Gene::56967
Compound::DB00394,UPREGULATES_CG,Gene::54541
Compound::DB09020,UPREGULATES_CG,Gene::5357
Compound::DB00412,UPREGULATES_CG,Gene::2817
Compound::DB00843,UPREGULATES_CG,Gene::1831
Compound::DB01396,UPREGULATES_CG,Gene::51569
Compound::DB01103,UPREGULATES_CG,Gene::54386
Compound::DB01104,UPREGULATES_CG,Gene::50814
Compound::DB00738,UPREGULATES_CG,Gene::5925
Compound::DB00643,UPREGULATES_CG,Gene::5420
Compound::DB01624,UPREGULATES_CG,Gene::23131
Compound::DB00523,UPREGULATES_CG,Gene::220
Compound::DB01396,UPREGULATES_CG,Gene::8554
Compound::DB00394,UPREGULATES_CG,Gene::5187
Compound::DB08916,UPREGULATES_CG,Gene::2805
Compound::DB02546,UPREGULATES_CG,Gene::57658
Compound::DB00513,UPREGULATES_CG,Gene::9797
Compound::DB00268,UPREGULATES_CG,Gene::23530
Compound::DB00997,UPREGULATES_CG,Gene::11230
Compound::DB00398,UPREGULATES_CG,Gene::6541
Compound::DB00704,UPREGULATES_CG,Gene::4792
Compound::DB00091,UPREGULATES_CG,Gene::90410
Compound::DB00444,UPREGULATES_CG,Gene::10058
Compound::DB00717,UPREGULATES_CG,Gene::3162
Compound::DB08877,UPREGULATES_CG,Gene::23760
Compound::DB01130,UPREGULATES_CG,Gene::3551
Compound::DB00758,UPREGULATES_CG,Gene::6832
Compound::DB00392,UPREGULATES_CG,Gene::5058
Compound::DB00570,UPREGULATES_CG,Gene::4791
Compound::DB09019,UPREGULATES_CG,Gene::8869
Compound::DB00738,UPREGULATES_CG,Gene::22841
Compound::DB00305,UPREGULATES_CG,Gene::1647
Compound::DB00694,UPREGULATES_CG,Gene::4072
Compound::DB08860,UPREGULATES_CG,Gene::1026
Compound::DB08912,UPREGULATES_CG,Gene::4636
Compound::DB01229,UPREGULATES_CG,Gene::9797
Compound::DB00091,UPREGULATES_CG,Gene::1022
Compound::DB00773,UPREGULATES_CG,Gene::6195
Compound::DB01254,UPREGULATES_CG,Gene::7626
Compound::DB00374,UPREGULATES_CG,Gene::1643
Compound::DB02546,UPREGULATES_CG,Gene::27034
Compound::DB08860,UPREGULATES_CG,Gene::10628
Compound::DB01222,UPREGULATES_CG,Gene::64080
Compound::DB09020,UPREGULATES_CG,Gene::4848
Compound::DB01074,UPREGULATES_CG,Gene::11152
Compound::DB00641,UPREGULATES_CG,Gene::3553
Compound::DB00390,UPREGULATES_CG,Gene::6304
Compound::DB04868,UPREGULATES_CG,Gene::4118
Compound::DB02300,UPREGULATES_CG,Gene::1647
Compound::DB01188,UPREGULATES_CG,Gene::9143
Compound::DB00831,UPREGULATES_CG,Gene::4864
Compound::DB01034,UPREGULATES_CG,Gene::51569
Compound::DB01268,UPREGULATES_CG,Gene::26959
Compound::DB01013,UPREGULATES_CG,Gene::8996
Compound::DB04573,UPREGULATES_CG,Gene::10557
Compound::DB00541,UPREGULATES_CG,Gene::7280
Compound::DB00970,UPREGULATES_CG,Gene::2263
Compound::DB01103,UPREGULATES_CG,Gene::57406
Compound::DB06803,UPREGULATES_CG,Gene::10014
Compound::DB01092,UPREGULATES_CG,Gene::79647
Compound::DB00585,UPREGULATES_CG,Gene::1677
Compound::DB00783,UPREGULATES_CG,Gene::54504
Compound::DB00565,UPREGULATES_CG,Gene::873
Compound::DB00973,UPREGULATES_CG,Gene::6301
Compound::DB01179,UPREGULATES_CG,Gene::4864
Compound::DB00740,UPREGULATES_CG,Gene::3566
Compound::DB08881,UPREGULATES_CG,Gene::55825
Compound::DB00322,UPREGULATES_CG,Gene::4783
Compound::DB06803,UPREGULATES_CG,Gene::4793
Compound::DB04865,UPREGULATES_CG,Gene::4794
Compound::DB06589,UPREGULATES_CG,Gene::5499
Compound::DB01396,UPREGULATES_CG,Gene::54708
Compound::DB00541,UPREGULATES_CG,Gene::23645
Compound::DB00755,UPREGULATES_CG,Gene::1514
Compound::DB01239,UPREGULATES_CG,Gene::54541
Compound::DB01095,UPREGULATES_CG,Gene::4582
Compound::DB01273,UPREGULATES_CG,Gene::23348
Compound::DB00987,UPREGULATES_CG,Gene::355
Compound::DB08881,UPREGULATES_CG,Gene::4141
Compound::DB02546,UPREGULATES_CG,Gene::57406
Compound::DB00810,UPREGULATES_CG,Gene::2769
Compound::DB00242,UPREGULATES_CG,Gene::10610
Compound::DB01039,UPREGULATES_CG,Gene::7376
Compound::DB00997,UPREGULATES_CG,Gene::1514
Compound::DB01024,UPREGULATES_CG,Gene::54386
Compound::DB01273,UPREGULATES_CG,Gene::835
Compound::DB01074,UPREGULATES_CG,Gene::8613
Compound::DB00539,UPREGULATES_CG,Gene::665
Compound::DB01254,UPREGULATES_CG,Gene::54981
Compound::DB08860,UPREGULATES_CG,Gene::79735
Compound::DB00177,UPREGULATES_CG,Gene::8324
Compound::DB01034,UPREGULATES_CG,Gene::10644
Compound::DB00694,UPREGULATES_CG,Gene::230
Compound::DB08916,UPREGULATES_CG,Gene::8444
Compound::DB00997,UPREGULATES_CG,Gene::1774
Compound::DB00398,UPREGULATES_CG,Gene::2673
Compound::DB00928,UPREGULATES_CG,Gene::54953
Compound::DB09020,UPREGULATES_CG,Gene::25976
Compound::DB00970,UPREGULATES_CG,Gene::79600
Compound::DB02546,UPREGULATES_CG,Gene::23370
Compound::DB04571,UPREGULATES_CG,Gene::4791
Compound::DB01590,UPREGULATES_CG,Gene::4783
Compound::DB00398,UPREGULATES_CG,Gene::54541
Compound::DB04573,UPREGULATES_CG,Gene::23670
Compound::DB00537,UPREGULATES_CG,Gene::10695
Compound::DB00539,UPREGULATES_CG,Gene::1514
Compound::DB01177,UPREGULATES_CG,Gene::10782
Compound::DB01273,UPREGULATES_CG,Gene::2625
Compound::DB01396,UPREGULATES_CG,Gene::7799
Compound::DB00361,UPREGULATES_CG,Gene::6525
Compound::DB00309,UPREGULATES_CG,Gene::2131
Compound::DB01010,UPREGULATES_CG,Gene::5359
Compound::DB00441,UPREGULATES_CG,Gene::6988
Compound::DB00896,UPREGULATES_CG,Gene::2289
Compound::DB01188,UPREGULATES_CG,Gene::23670
Compound::DB00570,UPREGULATES_CG,Gene::51083
Compound::DB01008,UPREGULATES_CG,Gene::64601
Compound::DB01034,UPREGULATES_CG,Gene::1646
Compound::DB00361,UPREGULATES_CG,Gene::1647
Compound::DB00591,UPREGULATES_CG,Gene::5829
Compound::DB01074,UPREGULATES_CG,Gene::84159
Compound::DB00441,UPREGULATES_CG,Gene::54681
Compound::DB00444,UPREGULATES_CG,Gene::55823
Compound::DB01030,UPREGULATES_CG,Gene::2192
Compound::DB00715,UPREGULATES_CG,Gene::4303
Compound::DB00091,UPREGULATES_CG,Gene::5479
Compound::DB01234,UPREGULATES_CG,Gene::5827
Compound::DB00947,UPREGULATES_CG,Gene::37
Compound::DB02546,UPREGULATES_CG,Gene::644
Compound::DB00970,UPREGULATES_CG,Gene::25814
Compound::DB01396,UPREGULATES_CG,Gene::1997
Compound::DB08912,UPREGULATES_CG,Gene::7439
Compound::DB01179,UPREGULATES_CG,Gene::5054
Compound::DB00188,UPREGULATES_CG,Gene::5927
Compound::DB00715,UPREGULATES_CG,Gene::23558
Compound::DB08865,UPREGULATES_CG,Gene::51646
Compound::DB06287,UPREGULATES_CG,Gene::23522
Compound::DB06589,UPREGULATES_CG,Gene::3385
Compound::DB01132,UPREGULATES_CG,Gene::4609
Compound::DB00261,UPREGULATES_CG,Gene::5092
Compound::DB00570,UPREGULATES_CG,Gene::11010
Compound::DB00947,UPREGULATES_CG,Gene::7113
Compound::DB01034,UPREGULATES_CG,Gene::51657
Compound::DB08916,UPREGULATES_CG,Gene::23177
Compound::DB00170,UPREGULATES_CG,Gene::467
Compound::DB00643,UPREGULATES_CG,Gene::87
Compound::DB09020,UPREGULATES_CG,Gene::60685
Compound::DB09020,UPREGULATES_CG,Gene::8061
Compound::DB08916,UPREGULATES_CG,Gene::4758
Compound::DB00132,UPREGULATES_CG,Gene::54681
Compound::DB00643,UPREGULATES_CG,Gene::22883
Compound::DB01406,UPREGULATES_CG,Gene::9276
Compound::DB01026,UPREGULATES_CG,Gene::2224
Compound::DB00518,UPREGULATES_CG,Gene::6525
Compound::DB01103,UPREGULATES_CG,Gene::51742
Compound::DB00855,UPREGULATES_CG,Gene::3628
Compound::DB00170,UPREGULATES_CG,Gene::9842
Compound::DB06616,UPREGULATES_CG,Gene::6713
Compound::DB00481,UPREGULATES_CG,Gene::79956
Compound::DB00890,UPREGULATES_CG,Gene::12
Compound::DB08865,UPREGULATES_CG,Gene::9552
Compound::DB00481,UPREGULATES_CG,Gene::55958
Compound::DB01623,UPREGULATES_CG,Gene::4758
Compound::DB00508,UPREGULATES_CG,Gene::2224
Compound::DB00481,UPREGULATES_CG,Gene::116039
Compound::DB00441,UPREGULATES_CG,Gene::23659
Compound::DB00997,UPREGULATES_CG,Gene::5366
Compound::DB01598,UPREGULATES_CG,Gene::9797
Compound::DB08860,UPREGULATES_CG,Gene::3300
Compound::DB00928,UPREGULATES_CG,Gene::55249
Compound::DB06710,UPREGULATES_CG,Gene::9695
Compound::DB06287,UPREGULATES_CG,Gene::90
Compound::DB01092,UPREGULATES_CG,Gene::3772
Compound::DB00758,UPREGULATES_CG,Gene::9670
Compound::DB00550,UPREGULATES_CG,Gene::7485
Compound::DB00947,UPREGULATES_CG,Gene::6727
Compound::DB08911,UPREGULATES_CG,Gene::9988
Compound::DB08912,UPREGULATES_CG,Gene::5788
Compound::DB00694,UPREGULATES_CG,Gene::1152
Compound::DB00831,UPREGULATES_CG,Gene::3157
Compound::DB04865,UPREGULATES_CG,Gene::148022
Compound::DB01188,UPREGULATES_CG,Gene::5054
Compound::DB00445,UPREGULATES_CG,Gene::63891
Compound::DB04865,UPREGULATES_CG,Gene::93487
Compound::DB00928,UPREGULATES_CG,Gene::7699
Compound::DB08912,UPREGULATES_CG,Gene::1942
Compound::DB01259,UPREGULATES_CG,Gene::10451
Compound::DB00484,UPREGULATES_CG,Gene::3934
Compound::DB00947,UPREGULATES_CG,Gene::10148
Compound::DB00481,UPREGULATES_CG,Gene::23324
Compound::DB00091,UPREGULATES_CG,Gene::64080
Compound::DB01254,UPREGULATES_CG,Gene::9961
Compound::DB08860,UPREGULATES_CG,Gene::5777
Compound::DB00997,UPREGULATES_CG,Gene::80777
Compound::DB01204,UPREGULATES_CG,Gene::4594
Compound::DB00188,UPREGULATES_CG,Gene::8550
Compound::DB00563,UPREGULATES_CG,Gene::57763
Compound::DB01590,UPREGULATES_CG,Gene::8780
Compound::DB02546,UPREGULATES_CG,Gene::66008
Compound::DB08881,UPREGULATES_CG,Gene::1196
Compound::DB00613,UPREGULATES_CG,Gene::808
Compound::DB00783,UPREGULATES_CG,Gene::10797
Compound::DB06803,UPREGULATES_CG,Gene::9821
Compound::DB01396,UPREGULATES_CG,Gene::55119
Compound::DB00864,UPREGULATES_CG,Gene::7099
Compound::DB00445,UPREGULATES_CG,Gene::79586
Compound::DB00268,UPREGULATES_CG,Gene::2690
Compound::DB01034,UPREGULATES_CG,Gene::55033
Compound::DB00331,UPREGULATES_CG,Gene::291
Compound::DB00726,UPREGULATES_CG,Gene::4864
Compound::DB08860,UPREGULATES_CG,Gene::6676
Compound::DB00762,UPREGULATES_CG,Gene::8061
Compound::DB00091,UPREGULATES_CG,Gene::6747
Compound::DB00393,UPREGULATES_CG,Gene::11197
Compound::DB00445,UPREGULATES_CG,Gene::79573
Compound::DB01254,UPREGULATES_CG,Gene::1891
Compound::DB00205,UPREGULATES_CG,Gene::8914
Compound::DB00943,UPREGULATES_CG,Gene::79090
Compound::DB01118,UPREGULATES_CG,Gene::51171
Compound::DB00223,UPREGULATES_CG,Gene::23338
Compound::DB00481,UPREGULATES_CG,Gene::79090
Compound::DB00305,UPREGULATES_CG,Gene::7319
Compound::DB01234,UPREGULATES_CG,Gene::9920
Compound::DB08901,UPREGULATES_CG,Gene::375346
Compound::DB00928,UPREGULATES_CG,Gene::3628
Compound::DB01177,UPREGULATES_CG,Gene::79174
Compound::DB00091,UPREGULATES_CG,Gene::3157
Compound::DB00877,UPREGULATES_CG,Gene::3964
Compound::DB00623,UPREGULATES_CG,Gene::6721
Compound::DB00821,UPREGULATES_CG,Gene::55033
Compound::DB00288,UPREGULATES_CG,Gene::5054
Compound::DB06287,UPREGULATES_CG,Gene::1490
Compound::DB00997,UPREGULATES_CG,Gene::2770
Compound::DB02546,UPREGULATES_CG,Gene::529
Compound::DB00220,UPREGULATES_CG,Gene::29968
Compound::DB01273,UPREGULATES_CG,Gene::4853
Compound::DB00361,UPREGULATES_CG,Gene::55379
Compound::DB00445,UPREGULATES_CG,Gene::2739
Compound::DB00982,UPREGULATES_CG,Gene::3198
Compound::DB00758,UPREGULATES_CG,Gene::1677
Compound::DB06287,UPREGULATES_CG,Gene::25844
Compound::DB00762,UPREGULATES_CG,Gene::26020
Compound::DB00518,UPREGULATES_CG,Gene::329
Compound::DB00987,UPREGULATES_CG,Gene::148022
Compound::DB00570,UPREGULATES_CG,Gene::5366
Compound::DB08901,UPREGULATES_CG,Gene::7016
Compound::DB00188,UPREGULATES_CG,Gene::1676
