from_iata,to_iata,km,hours,airlines
MJZ,IKT,1276,2.59,1
MJZ,KJA,1402,2.75,2
MJZ,OVB,1967,3.46,2
MJZ,PYJ,440,1.55,1
MJZ,YKS,812,2.01,2
MKM,KCH,249,1.31,1
MKM,MYY,264,1.33,1
MKQ,DJJ,661,1.83,3
MKW,AMQ,733,1.92,1
MKW,DJJ,743,1.93,2
MKW,FKQ,300,1.38,1
MKW,SOQ,307,1.38,2
MKW,UPG,1675,3.09,1
MLG,CGK,698,1.87,2
MLG,DPS,285,1.36,1
MMB,CTS,235,1.29,2
MMB,HND,999,2.25,3
MMB,NGO,1185,2.48,1
MMJ,CTS,803,2.0,1
MMJ,FUK,739,1.92,1
MMY,HND,1833,3.29,1
MMY,ISG,115,1.14,1
MMY,OKA,283,1.35,3
MNL,AUH,6984,9.73,2
MNL,BAH,7370,10.21,2
MNL,BCD,468,1.58,3
MNL,BKI,1097,2.37,2
MNL,BKK,2188,3.73,4
MNL,BWN,1255,2.57,2
MNL,BXU,786,1.98,3
MNL,CAN,1278,2.6,3
MNL,CBO,888,2.11,3
MNL,CEB,567,1.71,5
MNL,CGK,2788,4.48,3
MNL,CRM,450,1.56,2
MNL,CYP,468,1.58,1
MNL,CYZ,280,1.35,1
MNL,DGT,627,1.78,3
MNL,DMM,7451,10.31,2
MNL,DPL,704,1.88,2
MNL,DPS,2665,4.33,2
MNL,DVO,964,2.21,3
MNL,DWC,6929,9.66,2
MNL,DXB,6906,9.63,3
MNL,FUK,2324,3.9,1
MNL,GES,1040,2.3,3
MNL,HAN,1773,3.22,1
MNL,HKG,1146,2.43,4
MNL,HKT,2574,4.22,1
MNL,HND,2996,4.75,2
MNL,ICN,2609,4.26,6
MNL,ILO,439,1.55,3
MNL,JED,8595,11.74,1
MNL,KHH,900,2.12,1
MNL,KIX,2635,4.29,3
MNL,KLO,347,1.43,6
MNL,KUL,2490,4.11,3
MNL,LAO,411,1.51,2
MNL,LGP,329,1.41,3
MNL,MBT,369,1.46,1
MNL,MFM,1156,2.45,4
MNL,MPH,305,1.38,3
MNL,MYY,1370,2.71,1
MNL,NGO,2760,4.45,3
MNL,NRT,3051,4.81,5
MNL,OZC,768,1.96,3
MNL,PAG,789,1.99,1
MNL,PEK,2876,4.6,3
MNL,PPS,584,1.73,5
MNL,PUS,2431,4.04,3
MNL,PVG,1851,3.31,4
MNL,REP,1860,3.33,1
MNL,RUH,7778,10.72,2
MNL,RXS,374,1.47,3
MNL,SGN,1611,3.01,3
MNL,SIN,2375,3.97,5
MNL,SJI,239,1.3,1
MNL,SUG,717,1.9,2
MNL,TAC,567,1.71,4
MNL,TAG,620,1.77,3
MNL,TPE,1175,2.47,6
MNL,TUG,357,1.45,3
MNL,USU,283,1.35,2
MNL,VRC,359,1.45,1
MNL,WNP,264,1.33,2
MNL,XMN,1156,2.45,3
MNL,ZAM,851,2.06,3
MOF,DPS,777,1.97,1
MOF,KOE,232,1.29,2
MPH,CEB,285,1.36,1
MPH,MNL,305,1.38,3
MQF,SVX,395,1.49,1
MRX,IFN,354,1.44,1
MRX,THR,605,1.76,1
MSJ,HND,589,1.74,1
MSJ,ITM,839,2.05,1
MUR,BBN,137,1.17,1
MUR,LGL,124,1.16,1
MUR,LKH,110,1.14,1
MUR,MYY,41,1.05,1
MUR,ODN,83,1.1,1
MUX,DXB,1671,3.09,2
MUX,JED,3349,5.19,1
MUX,KHI,723,1.9,3
MUX,LHE,320,1.4,1
MUX,MED,3183,4.98,2
MUX,SHJ,1654,3.07,1
MUX,UET,431,1.54,1
MWX,CJU,165,1.21,1
MWX,MFM,1894,3.37,1
MWX,PEK,1032,2.29,2
MWX,PVG,604,1.75,1
MWX,TSN,924,2.16,1
MXV,ULN,529,1.66,2
MXZ,CAN,307,1.38,1
MXZ,HKG,321,1.4,1
MXZ,RMQ,455,1.57,1
MXZ,SZX,304,1.38,1
MXZ,ZUH,384,1.48,1
MYJ,HND,675,1.84,2
MYJ,ICN,695,1.87,2
MYJ,ITM,273,1.34,2
MYJ,KIX,243,1.3,1
MYJ,NGO,394,1.49,1
MYJ,NRT,734,1.92,1
MYJ,OKA,978,2.22,1
MYJ,PVG,1064,2.33,2
MYQ,BLR,157,1.2,1
MYT,MDL,433,1.54,2
MYT,PBU,217,1.27,1
MYT,RGN,951,2.19,1
MYY,BBN,178,1.22,1
MYY,BKI,291,1.36,2
MYY,BTU,171,1.21,1
MYY,JHB,1184,2.48,1
MYY,KCH,513,1.64,3
MYY,KUL,1374,2.72,2
MYY,LBU,177,1.22,1
MYY,LGL,164,1.21,1
MYY,LKH,144,1.18,1
MYY,LMN,126,1.16,1
MYY,LWY,168,1.21,1
MYY,MKM,264,1.33,1
MYY,MNL,1370,2.71,1
MYY,MUR,41,1.05,1
MYY,MZV,96,1.12,1
MYY,ODN,124,1.16,1
MYY,PEN,1523,2.9,1
MYY,SBW,319,1.4,1
MYY,SIN,1158,2.45,1
MYY,TGG,1212,2.51,1
MZG,KHH,133,1.17,1
MZG,KNH,160,1.2,1
MZG,RMQ,127,1.16,1
MZG,TSA,257,1.32,2
MZR,IKA,1449,2.81,1
MZR,KBL,299,1.37,2
MZV,BKI,251,1.31,1
MZV,BWN,101,1.13,2
MZV,KCH,571,1.71,2
MZV,MYY,96,1.12,1
NAG,BLR,889,2.11,1
NAG,BOM,683,1.85,5
NAG,CCU,985,2.23,2
NAG,DEL,854,2.07,2
NAG,IDR,381,1.48,1
NAG,PNQ,605,1.76,2
NAG,RPR,279,1.35,1
NAG,SHJ,2447,4.06,1
NAH,MDC,247,1.31,1
NAJ,KVD,187,1.23,1
NAO,CAN,1084,2.35,1
NAO,KMG,708,1.89,1
NAO,PEK,1397,2.75,1
NAO,PVG,1491,2.86,1
NAO,SZX,1182,2.48,1
NAO,XIY,473,1.59,1
NAW,DMK,831,2.04,1
NAY,ACX,1951,3.44,2
NAY,AVA,1792,3.24,2
NAY,BAV,550,1.69,2
NAY,BFJ,1718,3.15,2
NAY,CAN,1846,3.31,2
NAY,CIF,345,1.43,2
NAY,CIH,486,1.61,2
NAY,CKG,1428,2.79,2
NAY,CSX,1322,2.65,2
NAY,CTU,1522,2.9,2
NAY,CZX,926,2.16,2
NAY,DAT,250,1.31,2
NAY,DSN,560,1.7,2
NAY,ENY,692,1.86,2
NAY,FUO,1883,3.35,2
NAY,HET,405,1.51,2
NAY,HLD,1082,2.35,2
NAY,HLH,846,2.06,2
NAY,HRB,1034,2.29,2
NAY,HSN,1222,2.53,2
NAY,IQN,889,2.11,2
NAY,JUH,1012,2.26,2
NAY,JUZ,1225,2.53,2
NAY,KHN,1215,2.52,2
NAY,LYG,620,1.77,2
NAY,LYI,556,1.69,2
NAY,NDG,1027,2.28,2
NAY,NGB,1200,2.5,2
NAY,NNY,828,2.04,2
NAY,NZH,1090,2.36,2
NAY,SHA,1054,2.32,2
NAY,SZX,1922,3.4,2
NAY,UYN,608,1.76,2
NAY,WNZ,1382,2.73,2
NAY,WUA,819,2.02,2
NAY,XFN,925,2.16,2
NAY,XIL,461,1.58,2
NAY,XMN,1702,3.13,2
NAY,ZHA,2143,3.68,2
NBS,CGQ,265,1.33,1
NBS,PEK,949,2.19,1
NBS,SHE,344,1.43,2
NBS,TSN,925,2.16,1
NBX,AMQ,823,2.03,1
NBX,DJJ,564,1.71,1
NBX,KNG,202,1.25,1
NCU,TAS,811,2.01,1
NDG,NAY,1027,2.28,2
NDG,PEK,990,2.24,3
NDG,PVG,1799,3.25,1
NDG,TAO,1255,2.57,2
NGB,BKK,2784,4.48,1
NGB,CAN,1081,2.35,3
NGB,CGO,887,2.11,1
NGB,CGQ,1619,3.02,2
NGB,CJU,628,1.79,1
NGB,CKG,1429,2.79,3
NGB,CSX,822,2.03,5
NGB,CTU,1684,3.1,3
NGB,DLC,1016,2.27,4
NGB,DMK,2777,4.47,1
NGB,HAK,1561,2.95,2
NGB,HKG,1125,2.41,4
NGB,HRB,1805,3.26,2
NGB,ICN,967,2.21,1
NGB,KHH,814,2.02,1
NGB,KHN,550,1.69,2
NGB,KMG,1900,3.38,2
NGB,KWL,1237,2.55,4
NGB,LJG,2104,3.63,1
NGB,MFM,1160,2.45,2
NGB,NAY,1200,2.5,2
NGB,PEK,1223,2.53,5
NGB,RMQ,624,1.78,2
NGB,SHE,1326,2.66,1
NGB,SIN,3665,5.58,1
NGB,SJW,1127,2.41,1
NGB,SWA,854,2.07,2
NGB,SYX,1769,3.21,2
NGB,SZX,1104,2.38,4
NGB,TAO,723,1.9,5
NGB,TPE,529,1.66,3
NGB,TSN,1100,2.38,2
NGB,WEF,789,1.99,1
NGB,WUH,704,1.88,2
NGB,XIY,1301,2.63,1
NGB,XMN,674,1.84,3
NGB,YIH,962,2.2,1
NGB,ZUH,1187,2.48,1
NGO,AKJ,1093,2.37,1
NGO,AXT,609,1.76,1
NGO,BKK,4310,6.39,3
NGO,CJU,960,2.2,1
NGO,CTS,976,2.22,4
NGO,DLC,1430,2.79,1
NGO,FUK,601,1.75,3
NGO,GMP,947,2.18,1
NGO,HAN,3380,5.22,2
NGO,HKD,844,2.05,1
NGO,HKG,2625,4.28,3
NGO,HND,281,1.35,1
NGO,IBR,358,1.45,1
NGO,ICN,973,2.22,6
NGO,ISG,1679,3.1,1
NGO,KIJ,402,1.5,1
NGO,KMI,598,1.75,1
NGO,KMJ,594,1.74,1
NGO,KOJ,659,1.82,2
NGO,KUL,5085,7.36,1
NGO,MMB,1185,2.48,1
NGO,MNL,2760,4.45,3
NGO,MYJ,394,1.49,1
NGO,NGS,672,1.84,1
NGO,NRT,340,1.43,3
NGO,OIT,491,1.61,2
NGO,OKA,1302,2.63,3
NGO,PEK,1872,3.34,3
NGO,PUS,717,1.9,2
NGO,PVG,1457,2.82,5
NGO,SDJ,518,1.65,2
NGO,SGN,4055,6.07,1
NGO,SHE,1384,2.73,1
NGO,SIN,5041,7.3,2
NGO,TAO,1493,2.87,2
NGO,TPE,1849,3.31,3
NGO,TSN,1788,3.23,2
NGQ,KHG,904,2.13,1
NGQ,LXA,1083,2.35,1
NGS,FUJ,105,1.13,2
NGS,HND,953,2.19,2
NGS,ICN,596,1.75,1
NGS,IKI,93,1.12,2
NGS,ITM,551,1.69,2
NGS,KIX,521,1.65,1
NGS,NGO,672,1.84,1
NGS,OKA,779,1.97,1
NGS,PVG,789,1.99,2
NGS,TSJ,161,1.2,2
NGS,UKB,526,1.66,1
NJC,HMA,399,1.5,1
NJC,LBD,2352,3.94,1
NJC,OMS,691,1.86,1
NJC,OVB,753,1.94,3
NJC,SVX,1013,2.27,2
NJC,TJM,761,1.95,1
NJF,AMM,795,1.99,1
NJF,BAH,877,2.1,1
NJF,BEY,857,2.07,1
NJF,DXB,1305,2.63,1
NJF,IKA,731,1.91,2
NJF,KWI,459,1.57,2
NJF,SHJ,1312,2.64,1
NKG,BAV,1261,2.58,1
NKG,CAN,1078,2.35,6
NKG,CGO,560,1.7,1
NKG,CGQ,1487,2.86,6
NKG,CIF,1167,2.46,1
NKG,CKG,1189,2.49,5
NKG,CSX,672,1.84,6
NKG,CTU,1424,2.78,5
NKG,DLC,839,2.05,5
NKG,DSN,1184,2.48,1
NKG,DYG,859,2.07,2
NKG,FOC,650,1.81,8
NKG,HAK,1558,2.95,5
NKG,HET,1192,2.49,3
NKG,HKG,1157,2.45,6
NKG,HRB,1670,3.09,3
NKG,ICN,942,2.18,2
NKG,JJN,773,1.97,3
NKG,KHH,1030,2.29,1
NKG,KHN,428,1.54,2
NKG,KIX,1553,2.94,2
NKG,KMG,1722,3.15,8
NKG,KWE,1305,2.63,4
NKG,KWL,1126,2.41,4
NKG,LHW,1498,2.87,1
NKG,LJG,1889,3.36,2
NKG,MFM,1187,2.48,2
NKG,MIG,1337,2.67,1
NKG,NNG,1465,2.83,3
NKG,NRT,2035,3.54,2
NKG,PEK,949,2.19,4
NKG,PUS,1009,2.26,2
NKG,PVG,287,1.36,1
NKG,RMQ,849,2.06,1
NKG,SHE,1175,2.47,6
NKG,SIN,3722,5.65,1
NKG,SJW,820,2.02,2
NKG,SWA,940,2.17,2
NKG,SYX,1770,3.21,3
NKG,SZX,1128,2.41,5
NKG,TAO,522,1.65,3
NKG,TGO,1346,2.68,1
NKG,TPE,776,1.97,3
NKG,TYN,877,2.1,3
NKG,URC,3046,4.81,1
NKG,XIY,988,2.24,6
NKG,XMN,804,2.0,8
NKG,XNN,1634,3.04,1
NKG,YCU,817,2.02,1
NKG,YNT,670,1.84,3
NKG,ZYI,1235,2.54,1
NKM,AOJ,693,1.87,1
NKM,GAJ,466,1.58,1
NKM,HNA,595,1.74,1
NKM,KCZ,354,1.44,1
NKM,KIJ,359,1.45,1
NKM,KMJ,620,1.77,1
NLT,URC,334,1.42,2
NMA,CEK,1754,3.19,1
NMA,KJA,2268,3.83,1
NMA,OVB,1760,3.2,1
NMA,SVX,1915,3.39,2
NMA,TAS,193,1.24,1
NNG,BKK,1265,2.58,2
NNG,CAN,532,1.67,3
NNG,CGO,1435,2.79,4
NNG,CKG,805,2.01,4
NNG,CSX,801,2.0,4
NNG,CTU,981,2.23,3
NNG,FOC,1222,2.53,4
NNG,HAK,380,1.48,4
NNG,HAN,289,1.36,1
NNG,HFE,1361,2.7,1
NNG,HGH,1485,2.86,4
NNG,HKG,591,1.74,1
NNG,JJN,1088,2.36,1
NNG,KHH,1250,2.56,2
NNG,KHN,1040,2.3,3
NNG,KMG,601,1.75,6
NNG,KUL,2316,3.9,1
NNG,KWE,458,1.57,2
NNG,KWL,347,1.43,2
NNG,LHW,1607,3.01,1
NNG,LJG,920,2.15,1
NNG,LZO,748,1.94,1
NNG,MFM,560,1.7,2
NNG,NKG,1465,2.83,3
NNG,PEK,2098,3.62,4
NNG,PNH,1280,2.6,1
NNG,PVG,1650,3.06,3
NNG,RGN,1409,2.76,1
NNG,RMQ,1283,2.6,1
NNG,SGN,1321,2.65,1
NNG,SHA,1615,3.02,5
NNG,SIN,2407,4.01,1
NNG,SWA,859,2.07,1
NNG,SYX,496,1.62,4
NNG,SZX,579,1.72,5
NNG,TPE,1356,2.7,2
NNG,TSA,1387,2.73,1
NNG,VTE,778,1.97,1
NNG,WNZ,1404,2.75,1
NNG,WUH,1088,2.36,7
NNG,WUZ,329,1.41,1
NNG,XIY,1318,2.65,5
NNG,XMN,1037,2.3,6
NNG,ZUH,539,1.67,3
NNT,CNX,192,1.24,1
NNT,DMK,545,1.68,1
NNY,CAN,1068,2.33,1
NNY,CGO,205,1.26,1
NNY,CTU,861,2.08,1
NNY,HGH,801,2.0,1
NNY,NAY,828,2.04,2
NNY,SHA,845,2.06,1
NNY,SZX,1156,2.45,1
NOJ,SLY,556,1.69,1
NOJ,SVX,1073,2.34,1
NOJ,TJM,862,2.08,1
NOJ,UFA,1460,2.83,1
NRT,AUH,8088,11.11,2
NRT,BKI,4144,6.18,2
NRT,BKK,4649,6.81,8
NRT,BOM,6786,9.48,2
NRT,CAN,2944,4.68,6
NRT,CEB,3280,5.1,1
NRT,CGK,5839,8.3,3
NRT,CGQ,1549,2.94,1
NRT,CJU,1294,2.62,2
NRT,CMB,6894,9.62,1
NRT,CTS,788,1.98,6
NRT,CTU,3420,5.28,2
NRT,DEL,5909,8.39,3
NRT,DLC,1700,3.12,5
NRT,DPS,5611,8.01,2
NRT,DXB,7979,10.97,2
NRT,FUK,940,2.17,4
NRT,HAN,3720,5.65,3
NRT,HGH,1956,3.44,2
NRT,HIJ,695,1.87,2
NRT,HKG,2962,4.7,5
NRT,ICN,1257,2.57,10
NRT,ITM,462,1.58,3
NRT,KHH,2428,4.04,5
NRT,KHV,1482,2.85,2
NRT,KIJ,268,1.33,1
NRT,KIX,491,1.61,4
NRT,KMQ,364,1.46,2
NRT,KOJ,995,2.24,1
NRT,KUL,5409,7.76,3
NRT,MFM,2999,4.75,2
NRT,MNL,3051,4.81,5
NRT,MYJ,734,1.92,1
NRT,NGO,340,1.43,3
NRT,NKG,2035,3.54,2
NRT,OIT,831,2.04,1
NRT,OKA,1612,3.02,5
NRT,PEK,2135,3.67,6
NRT,PUS,1038,2.3,5
NRT,PVG,1796,3.25,5
NRT,RGN,4831,7.04,1
NRT,SDJ,268,1.33,1
NRT,SGN,4383,6.48,4
NRT,SHE,1602,3.0,4
NRT,SIN,5358,7.7,8
NRT,TAK,605,1.76,1
NRT,TAO,1798,3.25,3
NRT,TAS,6042,8.55,1
NRT,TPE,2181,3.73,10
NRT,ULN,3061,4.83,1
NRT,UUS,1252,2.56,1
NRT,VVO,1103,2.38,2
NRT,XMN,2468,4.08,3
NRT,YGJ,647,1.81,1
NSH,MHD,733,1.92,1
NSH,THR,109,1.14,1
NSK,ABA,1744,3.18,1
NSK,KJA,1483,2.85,1
NSK,OVB,1607,3.01,3
NSK,SVX,1905,3.38,2
NSK,UFA,2275,3.84,1
NST,DMK,602,1.75,2
NTQ,HND,318,1.4,1
NTX,BTH,567,1.71,1
NUX,OMS,1247,2.56,1
NUX,OVB,1273,2.59,1
NUX,SLY,446,1.56,1
NUX,SVX,1325,2.66,2
NUX,TJM,1147,2.43,2
NUX,UFA,1696,3.12,2
NVI,TAS,369,1.46,1
NYA,EYK,184,1.23,1
NYA,SVX,655,1.82,1
NYA,TJM,547,1.68,2
NYM,OVS,646,1.81,1
NYM,SLY,301,1.38,1
NYM,SVX,1159,2.45,1
NYM,TJM,1001,2.25,1
NYM,UFA,1523,2.9,1
NYT,BKK,819,2.02,1
NYT,KMG,921,2.15,1
NYU,HEH,199,1.25,1
NYU,MDL,123,1.15,3
NYU,RGN,492,1.61,3
NZH,COQ,253,1.32,1
NZH,HET,1060,2.33,1
NZH,HRB,799,2.0,1
NZH,HTA,393,1.49,1
NZH,IKT,954,2.19,1
NZH,KJA,1809,3.26,1
NZH,NAY,1090,2.36,2
NZH,OVB,2408,4.01,1
NZH,PEK,1056,2.32,1
NZH,UUD,739,1.92,1
OBO,HND,852,2.06,3
ODN,MUR,83,1.1,1
ODN,MYY,124,1.16,1
ODO,IKT,882,2.1,2
ODY,VTE,305,1.38,1
OHE,HEK,455,1.57,1
OHE,HRB,856,2.07,1
OHE,JGD,306,1.38,1
OIM,HND,94,1.12,1
OIT,HND,772,1.96,2
OIT,ICN,652,1.81,1
OIT,ITM,370,1.46,3
OIT,NGO,491,1.61,2
OIT,NRT,831,2.04,1
OKA,CTS,2242,3.8,1
OKA,FUK,865,2.08,3
OKA,HIJ,1046,2.31,1
OKA,HKG,1457,2.82,3
OKA,HND,1554,2.94,3
OKA,ICN,1259,2.57,3
OKA,ISG,396,1.5,4
OKA,ITM,1211,2.51,2
OKA,KHH,841,2.05,1
OKA,KIJ,1694,3.12,1
OKA,KIX,1169,2.46,4
OKA,KMI,732,1.92,1
OKA,KMJ,801,2.0,1
OKA,KMQ,1405,2.76,1
OKA,KOJ,691,1.86,1
OKA,MMY,283,1.35,3
OKA,MYJ,978,2.22,1
OKA,NGO,1302,2.63,3
OKA,NGS,779,1.97,1
OKA,NRT,1612,3.02,5
OKA,OKJ,1122,2.4,1
OKA,PEK,1852,3.31,2
OKA,PUS,1007,2.26,1
OKA,PVG,792,1.99,3
OKA,RMQ,738,1.92,1
OKA,SDJ,1819,3.27,1
OKA,TAK,1081,2.35,1
OKA,TPE,655,1.82,3
OKA,UEO,95,1.12,1
OKA,UKB,1186,2.48,2
OKA,YGJ,1163,2.45,1
OKJ,CTS,1120,2.4,2
OKJ,HND,546,1.68,2
OKJ,ICN,730,1.91,1
OKJ,MFM,2419,4.02,1
OKJ,OKA,1122,2.4,1
OKJ,PVG,1193,2.49,2
OKJ,TPE,1622,3.03,2
OMH,MED,1544,2.93,1
OMH,THR,599,1.75,2
OMS,DWC,3660,5.58,1
OMS,DYU,1857,3.32,1
OMS,EVN,2692,4.37,1
OMS,GYD,2352,3.94,1
OMS,HMA,718,1.9,1
OMS,NJC,691,1.86,1
OMS,NUX,1247,2.56,1
OMS,OVB,595,1.74,1
OMS,TAS,1553,2.94,1
OMS,TSE,456,1.57,1
ONJ,HND,518,1.65,1
OSS,CEK,1832,3.29,2
OSS,FRU,306,1.38,3
OSS,IKT,2716,4.39,2
OSS,KJA,2244,3.81,2
OSS,OVB,1759,3.2,4
OSS,SGC,2306,3.88,2
OSS,SVX,1992,3.49,3
OSS,URC,1261,2.58,2
OVB,ALA,1358,2.7,1
OVB,BKK,4856,7.07,1
OVB,BTK,1199,2.5,1
OVB,CEK,1339,2.67,2
OVB,CIT,1701,3.13,1
OVB,DXB,3988,5.99,1
OVB,DYU,2104,3.63,2
OVB,EVN,3254,5.07,1
OVB,FEG,1818,3.27,1
OVB,FRU,1454,2.82,4
OVB,GYD,2885,4.61,2
OVB,HKG,4464,6.58,1
OVB,HKT,5397,7.75,1
OVB,HMA,1038,2.3,1
OVB,HRB,3207,5.01,1
OVB,HTA,2037,3.55,1
OVB,IKT,1459,2.82,3
OVB,KHV,3597,5.5,3
OVB,KJA,631,1.79,2
OVB,LBD,1904,3.38,3
OVB,MJZ,1967,3.46,1
OVB,NJC,753,1.94,3
OVB,NMA,1760,3.2,1
OVB,NSK,1607,3.01,3
OVB,NUX,1273,2.59,1
OVB,NZH,2408,4.01,1
OVB,OMS,595,1.74,1
OVB,OSS,1759,3.2,4
OVB,PEK,2995,4.74,2
OVB,PYJ,2007,3.51,1
OVB,SGC,887,2.11,1
OVB,SLY,1544,2.93,1
OVB,SVX,1370,2.71,5
OVB,TAS,1816,3.27,2
OVB,TJM,1098,2.37,1
OVB,TSE,868,2.08,1
OVB,URC,1282,2.6,3
OVB,UUD,1672,3.09,1
OVB,VVO,3730,5.66,2
OVB,YKS,2775,4.47,2
OVS,EYK,307,1.38,1
OVS,NYM,646,1.81,1
OVS,SVX,534,1.67,1
OVS,TJM,470,1.59,1
OZC,CEB,237,1.3,1
OZC,MNL,768,1.96,3
PAG,CEB,281,1.35,1
PAG,MNL,789,1.99,1
PAT,CCU,472,1.59,4
PAT,DEL,857,2.07,5
PAT,IXR,254,1.32,2
PAT,LKO,439,1.55,1
PBD,BOM,439,1.55,2
PBH,CCU,537,1.67,1
PBH,DAC,408,1.51,1
PBH,GAU,259,1.32,1
PBH,IXB,135,1.17,1
PBH,KTM,402,1.5,1
PBU,MYT,217,1.27,1
PEE,DWC,3672,5.59,1
PEK,ALA,3271,5.09,2
PEK,AOG,541,1.68,1
PEK,AQG,1057,2.32,1
PEK,AUH,5955,8.44,3
PEK,BAV,561,1.7,3
PEK,BHY,2174,3.72,2
PEK,BKK,3317,5.15,3
PEK,CAN,1881,3.35,4
PEK,CGD,1321,2.65,1
PEK,CGK,5238,7.55,1
PEK,CGO,664,1.83,3
PEK,CGQ,868,2.08,5
PEK,CHG,362,1.45,2
PEK,CIF,309,1.39,2
PEK,CIH,522,1.65,2
PEK,CJJ,1021,2.28,2
PEK,CJU,1144,2.43,2
PEK,CKG,1464,2.83,6
PEK,CMB,5164,7.46,1
PEK,CNX,2908,4.63,1
PEK,CSX,1358,2.7,5
PEK,CTS,2107,3.63,2
PEK,CTU,1556,2.95,6
PEK,CZX,952,2.19,3
PEK,DAT,264,1.33,2
PEK,DAX,1293,2.62,2
PEK,DDG,655,1.82,2
PEK,DEL,3809,5.76,1
PEK,DLC,443,1.55,6
PEK,DOY,344,1.43,1
PEK,DQA,1012,2.26,3
PEK,DSN,578,1.72,2
PEK,DXB,5845,8.31,2
PEK,DYG,1343,2.68,3
PEK,ENY,722,1.9,1
PEK,FNJ,783,1.98,2
PEK,FOC,1599,3.0,5
PEK,FUG,804,2.0,2
PEK,GMP,927,2.16,4
PEK,GYD,5503,7.88,1
PEK,GYS,1296,2.62,2
PEK,HAK,2315,3.89,5
PEK,HAN,2332,3.92,2
PEK,HET,412,1.52,4
PEK,HFE,925,2.16,3
PEK,HGH,1150,2.44,8
PEK,HIA,735,1.92,1
PEK,HKG,1992,3.49,6
PEK,HKT,3990,5.99,2
PEK,HLD,1046,2.31,5
PEK,HLH,809,2.01,2
PEK,HMI,1928,3.41,2
PEK,HND,2092,3.62,4
PEK,HRB,999,2.25,6
PEK,HSN,1244,2.55,2
PEK,HYN,1355,2.69,2
PEK,ICN,903,2.13,4
PEK,IKA,5646,8.06,1
PEK,IKT,1644,3.06,1
PEK,JDZ,1196,2.5,2
PEK,JIQ,1370,2.71,1
PEK,JIU,1181,2.48,2
PEK,JJN,1710,3.14,2
PEK,JMU,1346,2.68,3
PEK,JNG,533,1.67,1
PEK,JXA,1325,2.66,2
PEK,KHH,1978,3.47,1
PEK,KHN,1249,2.56,4
PEK,KHV,1746,3.18,3
PEK,KIX,1763,3.2,2
PEK,KJA,2505,4.13,3
PEK,KMG,2095,3.62,6
PEK,KOW,1591,2.99,3
PEK,KUL,4413,6.52,2
PEK,KWE,1756,3.19,4
PEK,KWL,1761,3.2,5
PEK,LHW,1197,2.5,5
PEK,LJG,2120,3.65,4
PEK,LUM,2424,4.03,1
PEK,LXA,2622,4.28,2
PEK,LYA,700,1.88,1
PEK,LYG,645,1.81,1
PEK,LYI,582,1.73,1
PEK,LZH,1889,3.36,2
PEK,LZO,1613,3.02,1
PEK,MDG,1175,2.47,4
PEK,MFM,2014,3.52,2
PEK,MIG,1436,2.79,2
PEK,MNL,2876,4.6,3
PEK,MWX,1032,2.29,2
PEK,NAO,1397,2.75,1
PEK,NBS,949,2.19,1
PEK,NDG,990,2.24,3
PEK,NGB,1223,2.53,5
PEK,NGO,1872,3.34,4
PEK,NKG,949,2.19,4
PEK,NNG,2098,3.62,4
PEK,NRT,2135,3.67,6
PEK,NZH,1056,2.32,1
PEK,OKA,1852,3.31,2
PEK,OVB,2995,4.74,2
PEK,PUS,1215,2.52,4
PEK,PVG,1100,2.38,6
PEK,REP,3217,5.02,1
PEK,RGN,3244,5.05,1
PEK,RLK,753,1.94,2
PEK,SGN,3398,5.25,1
PEK,SHA,1076,2.34,7
PEK,SHE,605,1.76,4
PEK,SIN,4491,6.61,2
PEK,SVX,4365,6.46,2
PEK,SWA,1838,3.3,3
PEK,SYX,2517,4.15,4
PEK,SZX,1957,3.45,4
PEK,TAE,1154,2.44,1
PEK,TAO,538,1.67,5
PEK,TAS,3942,5.93,2
PEK,TEN,1512,2.89,1
PEK,TGO,605,1.76,3
PEK,TLV,7141,9.93,2
PEK,TNA,363,1.45,2
PEK,TPE,1723,3.15,4
PEK,TSE,3652,5.57,1
PEK,TXN,1160,2.45,2
PEK,TYN,429,1.54,3
PEK,ULN,1165,2.46,2
PEK,URC,2430,4.04,4
PEK,UUD,1481,2.85,1
PEK,UYN,632,1.79,1
PEK,VVO,1341,2.68,1
PEK,WEF,441,1.55,1
PEK,WNZ,1409,2.76,4
PEK,WUA,835,2.04,3
PEK,WUH,1056,2.32,5
PEK,WUS,1383,2.73,2
PEK,WUX,1015,2.27,3
PEK,WXN,1267,2.58,1
PEK,XFN,962,2.2,2
PEK,XIL,430,1.54,2
PEK,XIY,934,2.17,5
PEK,XMN,1734,3.17,6
PEK,XNN,1327,2.66,5
PEK,YBP,1668,3.08,2
PEK,YCU,737,1.92,2
PEK,YIC,1381,2.73,2
PEK,YIH,1155,2.44,4
PEK,YIW,1234,2.54,3
PEK,YKS,2604,4.25,2
PEK,YNJ,1115,2.39,3
PEK,YNT,511,1.64,4
PEK,YNZ,807,2.01,2
PEK,YTY,882,2.1,2
PEK,ZHA,2179,3.72,2
PEK,ZHY,1028,2.29,1
PEK,ZUH,2032,3.54,3
PEK,ZYI,1645,3.06,3
PEN,BKI,1747,3.18,1
PEN,BKK,934,2.17,2
PEN,BTJ,538,1.67,2
PEN,CAN,2449,4.06,1
PEN,CGK,1454,2.82,1
PEN,DMK,959,2.2,1
PEN,HKG,2393,3.99,3
PEN,HKT,381,1.48,2
